road_name,state,district,city,pothole_count,average_pothole_depth,total_crack_length,pavement_age,road_length,traffic_density,rainfall,risk_level,provenance
Kochi Survey Corridor R-0405,Kerala,Ernakulam,Kochi,4,12.5,23.8,6.7,22.6,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0523,Maharashtra,Mumbai Suburban,Mumbai,1,0.6,8.6,1.8,15.8,High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0696,Andhra Pradesh,Visakhapatnam,Visakhapatnam,18,13.1,78.1,14.9,9.6,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-1037,Karnataka,Bengaluru Urban,Bengaluru,8,4.7,13.3,5.4,1.5,Medium,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0571,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,3.8,0.8,21.3,Very High,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0812,Maharashtra,Pune,Pune,2,2.2,87.0,5.2,7.6,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bellandur Heavy Commuter Choke Corridor,Karnataka,Bengaluru Urban,Bengaluru,38,17.5,135.0,16.0,8.0,Very High,Heavy,Critical Risk,IRC:82-2015 Specification Benchmark
Coimbatore Survey Corridor R-0373,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,0.8,2.1,19.5,Very High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0955,Maharashtra,Mumbai Suburban,Mumbai,1,0.2,2.5,1.8,9.7,Low,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0032,Maharashtra,Pune,Pune,2,2.1,103.8,8.8,4.3,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-1166,Tamil Nadu,Chennai,Chennai,2,0.3,49.8,12.6,23.0,High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0425,Karnataka,Bengaluru Urban,Bengaluru,3,5.4,36.8,7.1,1.1,High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0291,Tamil Nadu,Salem,Salem,2,8.1,15.2,8.7,21.5,Medium,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0134,Tamil Nadu,Chennai,Chennai,0,0.0,55.0,12.0,31.9,Low,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0220,Tamil Nadu,Madurai,Madurai,14,10.3,43.0,6.5,28.9,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0617,Karnataka,Bengaluru Urban,Bengaluru,6,4.1,37.6,6.9,27.3,Very High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0430,Telangana,Hyderabad,Hyderabad,30,13.2,56.8,13.0,25.6,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0299,Delhi,South Delhi,Delhi NCR,7,2.9,37.3,3.1,26.1,Very High,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-1158,Karnataka,Mysuru,Mysuru,31,15.7,73.5,11.5,16.7,Medium,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0710,Tamil Nadu,Chennai,Chennai,0,0.0,88.5,9.4,26.6,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0917,Karnataka,Bengaluru Urban,Bengaluru,9,5.8,30.7,7.7,18.9,Medium,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0521,Karnataka,Bengaluru Urban,Bengaluru,5,4.0,34.0,7.5,30.8,Very High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-1085,Karnataka,Bengaluru Urban,Bengaluru,4,2.9,30.3,4.5,10.1,Medium,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0489,Kerala,Ernakulam,Kochi,3,9.6,31.7,5.0,13.5,Low,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0753,Kerala,Ernakulam,Kochi,3,12.2,25.9,9.3,27.9,Low,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0122,Tamil Nadu,Chennai,Chennai,1,0.7,48.7,7.1,10.7,High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0647,Delhi,South Delhi,Delhi NCR,8,5.6,32.2,3.4,34.5,Very High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0679,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,4.0,0.9,12.7,Very High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0050,Tamil Nadu,Chennai,Chennai,1,2.4,103.9,14.5,32.1,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0310,Telangana,Hyderabad,Hyderabad,24,8.3,24.1,6.2,5.6,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0398,Tamil Nadu,Chennai,Chennai,2,0.2,63.9,14.5,8.3,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0179,Delhi,South Delhi,Delhi NCR,6,3.1,33.9,7.2,33.5,High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0723,Tamil Nadu,Salem,Salem,2,11.4,6.5,3.3,20.5,Medium,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0633,Kerala,Ernakulam,Kochi,5,14.5,17.4,4.4,2.4,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-1050,Karnataka,Mysuru,Mysuru,36,16.2,68.6,16.2,31.9,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0144,Andhra Pradesh,Visakhapatnam,Visakhapatnam,27,12.1,78.2,13.4,10.8,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0845,Karnataka,Bengaluru Urban,Bengaluru,3,2.7,29.4,4.2,9.3,Medium,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-1151,Delhi,South Delhi,Delhi NCR,8,5.0,20.1,6.9,16.1,High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0201,Kerala,Ernakulam,Kochi,2,9.8,10.6,8.5,12.9,Low,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0491,Delhi,South Delhi,Delhi NCR,8,3.7,12.5,3.6,15.1,Low,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0654,Karnataka,Mysuru,Mysuru,29,13.3,127.1,12.9,30.2,Medium,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-1052,Maharashtra,Pune,Pune,1,1.3,114.9,15.5,9.1,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0995,Delhi,South Delhi,Delhi NCR,6,2.8,30.6,4.4,26.9,Very High,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0478,Telangana,Hyderabad,Hyderabad,17,7.2,64.5,8.5,4.5,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0123,Tamil Nadu,Salem,Salem,4,14.7,6.5,3.1,24.7,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0077,Karnataka,Bengaluru Urban,Bengaluru,7,5.3,32.5,3.5,17.8,High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0843,Tamil Nadu,Salem,Salem,5,12.8,19.6,6.8,32.5,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0020,Maharashtra,Pune,Pune,2,1.8,80.9,7.2,33.1,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0819,Tamil Nadu,Salem,Salem,4,10.5,11.7,3.5,29.1,High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0468,Andhra Pradesh,Visakhapatnam,Visakhapatnam,34,13.5,123.6,15.7,2.7,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0950,Tamil Nadu,Chennai,Chennai,3,1.0,69.4,7.6,22.4,Low,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0105,Kerala,Ernakulam,Kochi,4,11.2,23.7,9.0,33.3,Very High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0188,Maharashtra,Pune,Pune,0,0.0,75.3,14.5,29.7,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0247,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,8.9,0.3,30.5,Very High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0786,Karnataka,Mysuru,Mysuru,24,17.5,120.4,14.7,29.2,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0473,Karnataka,Bengaluru Urban,Bengaluru,8,2.8,29.7,4.2,25.3,Very High,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0274,Telangana,Hyderabad,Hyderabad,25,9.5,52.5,13.6,29.8,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0037,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,8.0,2.6,32.8,Very High,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0483,Tamil Nadu,Salem,Salem,5,13.6,13.9,3.7,27.6,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0733,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,7.2,0.9,34.2,Very High,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0833,Karnataka,Bengaluru Urban,Bengaluru,4,3.2,15.5,6.2,11.9,Very High,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0779,Delhi,South Delhi,Delhi NCR,8,3.9,29.2,5.2,23.0,Medium,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0890,Tamil Nadu,Chennai,Chennai,2,0.9,89.6,11.6,24.7,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-1018,Telangana,Hyderabad,Hyderabad,14,10.9,78.9,13.3,15.9,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-1079,Delhi,South Delhi,Delhi NCR,3,5.7,30.5,5.1,18.6,High,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0242,Tamil Nadu,Chennai,Chennai,3,0.7,48.6,14.6,8.5,High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0972,Andhra Pradesh,Visakhapatnam,Visakhapatnam,27,14.2,66.6,11.2,15.9,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0328,Tamil Nadu,Madurai,Madurai,12,9.0,22.9,6.3,26.4,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0175,Maharashtra,Mumbai Suburban,Mumbai,1,0.8,6.9,1.4,13.0,Medium,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0841,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,6.9,0.6,23.4,Very High,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0727,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,3.7,0.7,8.5,Low,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0245,Karnataka,Bengaluru Urban,Bengaluru,4,3.9,17.7,5.1,7.9,High,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-1039,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,6.2,1.9,26.7,High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-1142,Tamil Nadu,Chennai,Chennai,0,0.0,74.4,6.9,12.5,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0189,Kerala,Ernakulam,Kochi,3,13.2,24.5,5.6,20.1,Low,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0781,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,4.7,0.5,30.5,Low,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0011,Delhi,South Delhi,Delhi NCR,8,3.2,13.2,4.6,14.2,Medium,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0034,Telangana,Hyderabad,Hyderabad,34,9.9,61.7,7.8,6.9,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0542,Tamil Nadu,Chennai,Chennai,0,0.0,96.8,11.2,33.2,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Vikas Marg Arterial Strip (ITO Bridge - Laxmi Nagar),Delhi,East Delhi,Delhi NCR,18,9.8,68.0,9.5,5.6,Very High,Heavy,Critical Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Delhi NCR Survey Corridor R-0791,Delhi,South Delhi,Delhi NCR,7,2.5,17.9,5.8,13.0,Medium,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0388,Tamil Nadu,Madurai,Madurai,20,12.2,50.3,13.7,15.2,High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0385,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,1.5,1.9,13.3,High,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0856,Tamil Nadu,Madurai,Madurai,31,9.9,78.5,9.0,13.1,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0583,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,7.9,2.5,8.3,High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0714,Karnataka,Mysuru,Mysuru,33,17.0,104.8,16.6,25.2,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0017,Karnataka,Bengaluru Urban,Bengaluru,3,3.8,37.3,7.2,25.5,High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0024,Andhra Pradesh,Visakhapatnam,Visakhapatnam,20,9.1,100.9,13.3,8.6,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0910,Telangana,Hyderabad,Hyderabad,27,10.0,29.2,11.8,21.4,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0022,Telangana,Hyderabad,Hyderabad,23,6.7,73.6,10.3,28.5,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0397,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,1.6,2.6,8.7,Very High,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0758,Tamil Nadu,Chennai,Chennai,3,2.3,45.0,5.0,25.2,Low,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0376,Tamil Nadu,Madurai,Madurai,33,12.6,60.1,9.7,15.0,Low,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-1162,Telangana,Hyderabad,Hyderabad,19,13.6,75.2,8.5,8.1,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0933,Kerala,Ernakulam,Kochi,3,15.8,31.0,7.2,24.8,Very High,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0344,Maharashtra,Pune,Pune,2,2.1,109.2,12.0,26.9,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-1038,Karnataka,Mysuru,Mysuru,41,13.5,132.9,11.2,23.0,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0606,Karnataka,Mysuru,Mysuru,28,16.5,127.4,13.0,22.5,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0653,Karnataka,Bengaluru Urban,Bengaluru,3,5.8,12.4,5.6,17.0,Low,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0044,Maharashtra,Pune,Pune,3,0.1,89.9,6.9,33.0,Low,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0533,Karnataka,Bengaluru Urban,Bengaluru,3,5.5,23.0,4.5,12.1,Low,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0855,Tamil Nadu,Salem,Salem,4,10.0,33.3,5.1,27.4,Very High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-0002,Tamil Nadu,Chennai,Chennai,2,0.3,74.0,8.7,5.9,High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0221,Karnataka,Bengaluru Urban,Bengaluru,5,3.4,12.0,3.8,16.9,Very High,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0760,Tamil Nadu,Madurai,Madurai,16,9.6,25.1,10.4,13.9,Low,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0178,Telangana,Hyderabad,Hyderabad,34,11.0,76.2,11.9,8.3,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0163,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,2.2,2.2,30.1,High,Torrential,Low Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0085,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,2.6,2.6,8.6,Medium,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-1116,Andhra Pradesh,Visakhapatnam,Visakhapatnam,44,12.4,133.9,14.4,10.2,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Coimbatore Survey Corridor R-0313,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,1.7,0.8,17.5,Medium,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0058,Telangana,Hyderabad,Hyderabad,32,5.7,45.7,11.5,3.0,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0834,Karnataka,Mysuru,Mysuru,38,9.0,132.3,10.2,8.1,Low,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0190,Telangana,Hyderabad,Hyderabad,14,11.3,40.4,11.8,3.2,High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Chennai Survey Corridor R-1154,Tamil Nadu,Chennai,Chennai,0,0.0,58.6,15.3,25.6,Low,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Ukkadam - Perur Main Bypass Corridor,Tamil Nadu,Coimbatore,Coimbatore,19,9.2,71.0,10.5,5.4,High,Heavy,Critical Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Bengaluru Survey Corridor R-0389,Karnataka,Bengaluru Urban,Bengaluru,7,5.0,20.4,8.0,34.3,High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-1170,Karnataka,Mysuru,Mysuru,35,16.9,64.8,17.1,12.2,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0329,Karnataka,Bengaluru Urban,Bengaluru,5,2.7,12.3,7.8,26.1,Medium,Heavy,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0970,Telangana,Hyderabad,Hyderabad,25,9.6,47.2,8.2,33.6,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0944,Maharashtra,Pune,Pune,2,1.3,83.1,5.2,2.2,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0497,Karnataka,Bengaluru Urban,Bengaluru,7,4.8,37.3,7.2,1.8,High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0400,Tamil Nadu,Madurai,Madurai,18,12.3,23.5,13.2,23.1,Medium,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-1100,Maharashtra,Pune,Pune,0,0.0,43.4,6.0,9.9,High,Torrential,High Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0084,Andhra Pradesh,Visakhapatnam,Visakhapatnam,25,10.1,111.9,16.0,20.8,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0441,Kerala,Ernakulam,Kochi,4,13.5,9.2,6.4,1.9,High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-1103,Delhi,South Delhi,Delhi NCR,3,3.8,22.9,3.2,10.8,High,Torrential,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0479,Delhi,South Delhi,Delhi NCR,5,4.5,34.5,5.9,31.8,High,Light,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0117,Kerala,Ernakulam,Kochi,4,11.0,5.6,5.3,8.2,Medium,Moderate,High Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-1156,Tamil Nadu,Madurai,Madurai,26,5.7,31.6,13.6,14.9,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0711,Tamil Nadu,Salem,Salem,2,14.2,16.9,6.1,31.4,High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-1041,Kerala,Ernakulam,Kochi,3,12.5,12.6,9.4,10.0,Medium,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-1195,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,7.2,2.9,10.1,High,Light,Low Risk,IRC:82-2015 Systematic Pavement Survey
DB Road Commercial Avenue (R.S. Puram),Tamil Nadu,Coimbatore,Coimbatore,0,0.0,4.0,1.2,2.4,High,Moderate,Low Risk,Verified Physical Survey (MoRTH / NHAI Registry)
Coimbatore Survey Corridor R-0553,Tamil Nadu,Coimbatore,Coimbatore,0,0.0,3.4,2.9,27.7,High,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Salem Survey Corridor R-0879,Tamil Nadu,Salem,Salem,5,8.9,30.1,6.5,1.5,High,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0297,Kerala,Ernakulam,Kochi,5,15.7,24.0,8.3,6.8,Medium,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Bengaluru Survey Corridor R-0269,Karnataka,Bengaluru Urban,Bengaluru,3,2.8,19.5,3.5,23.1,Medium,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-1099,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,7.3,0.9,11.1,Medium,Heavy,Low Risk,IRC:82-2015 Systematic Pavement Survey
Visakhapatnam Survey Corridor R-0864,Andhra Pradesh,Visakhapatnam,Visakhapatnam,31,16.9,117.8,11.9,25.0,Very High,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0198,Karnataka,Mysuru,Mysuru,44,17.5,122.9,10.7,15.2,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0909,Kerala,Ernakulam,Kochi,5,8.0,6.2,9.8,9.2,High,Light,High Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-0934,Telangana,Hyderabad,Hyderabad,30,11.2,37.4,7.6,10.0,Very High,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mumbai Survey Corridor R-0799,Maharashtra,Mumbai Suburban,Mumbai,0,0.0,4.6,1.6,14.0,High,Moderate,Low Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-1019,Delhi,South Delhi,Delhi NCR,5,2.8,13.7,6.0,29.1,Low,Moderate,Medium Risk,IRC:82-2015 Systematic Pavement Survey
Delhi NCR Survey Corridor R-0863,Delhi,South Delhi,Delhi NCR,5,5.7,33.9,6.7,6.7,Medium,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Kochi Survey Corridor R-0465,Kerala,Ernakulam,Kochi,5,13.6,8.1,5.8,25.6,Medium,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Mysuru Survey Corridor R-0846,Karnataka,Mysuru,Mysuru,20,10.6,60.4,13.6,3.9,Medium,Torrential,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0664,Tamil Nadu,Madurai,Madurai,12,8.2,25.6,9.9,32.3,Low,Heavy,High Risk,IRC:82-2015 Systematic Pavement Survey
Madurai Survey Corridor R-0880,Tamil Nadu,Madurai,Madurai,18,6.8,37.1,8.3,13.8,Very High,Moderate,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Hyderabad Survey Corridor R-1138,Telangana,Hyderabad,Hyderabad,29,8.2,50.2,9.9,1.1,Very High,Heavy,Critical Risk,IRC:82-2015 Systematic Pavement Survey
Pune Survey Corridor R-0380,Maharashtra,Pune,Pune,2,2.8,82.6,13.3,20.0,Medium,Light,Critical Risk,IRC:82-2015 Systematic Pavement Survey
